"","gene_name","logFC","logCPM","LR","PValue","FDR","moduleColors","moduleColors_merged"
"59","1500012F01Rik",0.384610749121132,5.14866967968461,4.36693572473357,0.036642829305596,0.434317934376659,"brown","BrRePi"
"60","1500015A07Rik",0.0768904800593793,2.5682446476605,0.169784579660133,0.680303329525758,0.934968843591826,"magenta","YeMaBl"
"61","1500015O10Rik",0.519144632911054,2.7975085303181,0.926114829542406,0.335874523324342,0.804699459569829,"grey","grey"
"62","1600002H07Rik",0.153426985782704,4.0562622741072,1.12835801304607,0.288125848816572,0.778314589656864,"blue","blue"
"63","1600002K03Rik",0.450819557799895,1.70849719988113,3.46131691186079,0.0628202636780751,0.510805415720731,"grey","grey"
"64","1600012H06Rik",0.054019092166271,4.95522432861192,0.214872757367537,0.642974702239733,0.924321024190095,"grey","grey"
"65","1600014C10Rik",0.0709724794085091,4.58660987533129,0.242214985244807,0.622610892970412,0.920584446404571,"turquoise","turquoise"
"66","1600014C23Rik",0.445262425659055,-3.06867846362822,0.517932516531793,0.471724946475876,0.877871269882966,"grey","grey"
"67","1600016N20Rik",0.446000332928619,-0.635125024643799,1.26760598149185,0.260216277017647,0.756114925934636,"blue","blue"
"68","1600020E01Rik",0.479729724963462,4.24515859786448,6.44090312040062,0.0111521934858477,0.35146913952663,"yellow","YeMaBl"
"69","1600023N17Rik",-0.188036144474744,0.391228638334292,0.700723744898347,0.402540612297915,0.84315681786037,"turquoise","turquoise"
"70","1600029I14Rik",0.691012787000838,-2.37858928818905,1.73543295592477,0.187718543382124,0.702063971455928,"grey","grey"
"71","1600029O15Rik",-0.297411710684891,2.78300921506482,3.55320784350412,0.0594304522243688,0.502427922713131,"grey","grey"
"72","1700001C02Rik",0.354890656808915,-0.694810075115419,0.786257464007612,0.375234190693268,0.82762785278308,"turquoise","turquoise"
"73","1700001C19Rik",0.66635784427828,-1.3499053781885,2.05351954504611,0.151854791600965,0.660862193537469,"grey","grey"
"74","1700001G11Rik",-0.309060002797085,-1.90943370350547,0.82309886619699,0.364275685370101,0.820501499413224,"grey","grey"
"75","1700001G17Rik",-0.223176629204333,-0.120084160341294,0.963716069984632,0.326252389124919,0.803218875331056,"blue","blue"
"76","1700001J03Rik",1.47913751305853,-2.58734245440066,4.42296156187698,0.0354584429010986,0.431859760539498,"grey","grey"
"77","1700001K19Rik",0.0877093340614201,1.15187394510893,0.0906608260156432,0.763338727238737,0.953185731228055,"turquoise","turquoise"
"78","1700001K23Rik",0.565334742280212,-2.67705979513662,1.462944598667,0.226462184863204,0.733525357511964,"grey","grey"
"79","1700001L05Rik",0.155984627316702,0.856399666515039,0.369030496772579,0.54353320525905,0.89839391854565,"turquoise","turquoise"
